,Open,High,Low,Close,Volume,target,50MA,100MA,20MA,check50MA,check20MA,check100MA,score,Bitcoin,yesterday,change,trend20MA,trend50MA,trend100MA,score_50MA,score_100MA
2018-09-10,6252.26,6373.98,6221.0,6312.0,32439.456432,0,6671.722962962963,6671.722962962963,6783.2355,0,0,0,-0.6705,45,41.0,4.0,46.0,46.55555555555556,46.55555555555556,0.10906538461538462,0.10906538461538462
2018-09-11,6311.99,6404.0,6169.68,6294.91,33104.88859,1,6658.875714285714,6658.875714285714,6774.835499999999,0,0,0,1.6756,46,45.0,1.0,45.95,46.5,46.5,0.0801925925925926,0.0801925925925926
2018-09-12,6293.0,6360.0,6192.37,6338.62,31433.645939,1,6646.325172413793,6646.325172413793,6771.5365,0,0,0,0.126,48,46.0,2.0,45.75,46.48275862068966,46.48275862068966,0.13717142857142856,0.13717142857142856
2018-09-13,6338.62,6535.0,6337.4,6487.38,40465.063107,0,6636.068333333333,6636.068333333333,6762.217,0,0,0,-0.2891,47,48.0,-1.0,45.9,46.53333333333333,46.53333333333333,0.13678620689655172,0.13678620689655172
2018-09-14,6487.39,6584.99,6385.62,6476.63,37173.339277,1,6631.271935483871,6631.271935483871,6752.503999999999,0,0,0,0.0,46,47.0,-1.0,46.1,46.54838709677419,46.54838709677419,0.12258999999999999,0.12258999999999999
2018-09-15,6476.63,6565.45,6466.13,6514.96,25243.656612,0,6626.439375,6626.439375,6739.6535,0,0,0,-1.367,37,46.0,-9.0,46.45,46.53125,46.53125,0.11863548387096773,0.11863548387096773
2018-09-16,6514.96,6524.62,6370.0,6505.0,27568.132897,0,6623.061212121212,6623.061212121212,6730.4015,0,0,0,0.7506,38,37.0,1.0,46.3,46.24242424242424,46.24242424242424,0.07220937499999999,0.07220937499999999
2018-09-17,6500.08,6533.84,6201.0,6248.69,35987.254738,1,6619.5888235294115,6619.5888235294115,6710.219499999999,0,0,0,-1.6252,40,38.0,2.0,46.15,46.0,46.0,0.09276666666666666,0.09276666666666666
2018-09-18,6248.69,6390.0,6224.98,6336.45,32620.86667,1,6608.991714285714,6608.991714285714,6668.8485,0,0,0,0.6486,41,40.0,1.0,45.45,45.82857142857143,45.82857142857143,0.04223823529411765,0.04223823529411765
2018-09-19,6336.39,6517.7,6123.0,6391.89,39044.080082,1,6601.421111111111,6601.421111111111,6634.109999999999,0,0,0,0.8665,43,41.0,2.0,45.3,45.69444444444444,45.69444444444444,0.05956285714285715,0.05956285714285715
2018-09-20,6392.0,6540.0,6325.0,6492.0,25189.024728,1,6595.758108108108,6595.758108108108,6604.4625,0,0,0,0.8091,40,43.0,-3.0,45.25,45.62162162162162,45.62162162162162,0.08197777777777777,0.08197777777777777
2018-09-21,6492.0,6784.86,6491.0,6759.02,51779.343463,0,6593.027631578947,6593.027631578947,6578.502,1,1,1,0.0,45,40.0,5.0,45.1,45.473684210526315,45.473684210526315,0.10162972972972972,0.10162972972972972
2018-09-22,6759.01,6839.03,6627.0,6723.05,29349.690667,0,6597.283846153847,6597.283846153847,6556.452499999999,1,1,1,0.3612,40,45.0,-5.0,45.1,45.46153846153846,45.46153846153846,0.09895526315789474,0.09895526315789474
2018-09-23,6723.05,6788.23,6661.75,6708.0,30286.229773,0,6600.428,6600.428,6527.504500000001,1,1,1,0.0,35,40.0,-5.0,45.05,45.325,45.325,0.10567948717948718,0.10567948717948718
2018-09-24,6706.81,6730.0,6557.0,6581.39,35305.73991,0,6603.051707317073,6603.051707317073,6499.753500000001,0,1,0,0.0,39,35.0,4.0,44.65,45.073170731707314,45.073170731707314,0.1030375,0.1030375
2018-09-25,6581.42,6584.01,6325.02,6447.54,40301.029452,1,6602.535952380953,6602.535952380953,6460.870000000001,0,0,0,0.4767,40,39.0,1.0,44.3,44.92857142857143,44.92857142857143,0.10052439024390245,0.10052439024390245
2018-09-26,6445.11,6557.99,6379.7,6465.12,33484.54207,1,6598.931395348837,6598.931395348837,6448.247,0,1,0,0.0,41,40.0,1.0,43.35,44.81395348837209,44.81395348837209,0.10948095238095239,0.10948095238095239
2018-09-27,6467.84,6750.0,6434.0,6689.13,33087.428297,0,6595.890227272727,6595.890227272727,6445.702499999999,1,1,1,-0.5423,44,41.0,3.0,42.15,44.72727272727273,44.72727272727273,0.10693488372093024,0.10693488372093024
2018-09-28,6689.12,6814.8,6540.88,6634.58,42399.448523,0,6597.962222222222,6597.962222222222,6460.382,1,1,1,0.0,37,44.0,-7.0,41.85,44.71111111111111,44.71111111111111,0.09217954545454546,0.09217954545454546
2018-09-29,6634.58,6636.0,6464.57,6596.38,30255.9597,1,6598.758260869566,6598.758260869566,6482.8585,0,1,0,0.0,34,37.0,-3.0,41.65,44.54347826086956,44.54347826086956,0.09013111111111112,0.09013111111111112
2018-09-30,6597.66,6662.0,6533.0,6626.57,27764.724519,0,6598.707659574468,6598.707659574468,6500.137000000001,1,1,1,0.0,35,34.0,1.0,41.3,44.319148936170215,44.319148936170215,0.08817173913043479,0.08817173913043479
2018-10-01,6626.57,6667.09,6510.0,6611.61,20621.506894,0,6599.288125,6599.288125,6515.8655,1,1,1,0.0,35,35.0,0.0,40.8,44.125,44.125,0.08629574468085106,0.08629574468085106
2018-10-02,6610.0,6640.0,6494.0,6525.79,28245.810088,0,6599.539591836735,6599.539591836735,6531.7005,0,0,0,0.0,39,35.0,4.0,40.25,43.93877551020408,43.93877551020408,0.08449791666666667,0.08449791666666667
2018-10-03,6525.79,6549.0,6430.0,6510.0,28451.969138,1,6598.0646,6598.0646,6541.058999999999,0,0,0,0.9951,37,39.0,-2.0,39.8,43.84,43.84,0.08277346938775511,0.08277346938775511
2018-10-04,6510.01,6643.46,6505.09,6593.79,20074.300818,1,6604.503,6596.337843137255,6542.19,0,1,0,0.0,41,37.0,4.0,39.3,43.26,43.705882352941174,0.10102,0.10102
2018-10-05,6591.69,6697.0,6543.08,6635.65,16096.552392,0,6611.0356,6596.288846153847,6548.048000000001,1,1,1,0.936,36,41.0,-5.0,39.05,42.96,43.65384615384615,0.10102,0.09903921568627451
2018-10-06,6635.65,6651.0,6566.77,6594.27,10939.505391,1,6617.5136,6597.031509433962,6554.0824999999995,0,1,0,0.0,33,36.0,-3.0,39.0,42.72,43.509433962264154,0.11974,0.11513461538461539
2018-10-07,6596.44,6640.0,6525.0,6615.26,17406.831762,1,6617.7092,6596.98037037037,6558.546,0,1,1,0.051100000000000034,31,33.0,-2.0,38.75,42.48,43.31481481481482,0.11974,0.1129622641509434
2018-10-08,6615.26,6715.6,6587.0,6673.01,23123.419541,0,6622.2552000000005,6597.312727272728,6576.8745,1,1,1,0.0,38,31.0,7.0,38.3,42.28,43.09090909090909,0.120762,0.11181666666666666
2018-10-09,6673.01,6685.38,6607.0,6656.61,15354.779469,0,6626.164800000001,6598.6644642857145,6593.702499999999,1,1,1,0.0,38,38.0,0.0,38.15,42.26,43.0,0.120762,0.10978363636363636
2018-10-10,6656.67,6659.95,6530.0,6631.0,15390.661444,0,6634.2002,6599.681052631579,6606.938499999999,0,1,1,0.0,39,38.0,1.0,37.9,42.18,42.91228070175438,0.095486,0.10782321428571429
2018-10-11,6630.21,6633.92,6205.0,6252.68,48712.400332,1,6637.2202,6600.221034482759,6613.888499999999,0,0,0,-0.4767,49,39.0,10.0,37.85,42.04,42.8448275862069,0.095486,0.10593157894736842
2018-10-12,6252.71,6360.0,6209.0,6298.01,29004.071419,1,6635.056,6594.330508474576,6588.5715,0,0,0,-0.06909999999999994,42,49.0,-7.0,38.05,42.02,42.94915254237288,0.088918,0.09588620689655174
2018-10-13,6298.0,6345.0,6285.07,6332.93,19098.070025,1,6630.516,6589.391833333333,6567.3195,0,0,0,0.8004,33,42.0,-9.0,38.15,41.96,42.93333333333333,0.09390000000000001,0.09308983050847458
2018-10-14,6332.92,6416.0,6308.0,6339.34,15627.411314,1,6623.541800000001,6585.187540983607,6548.566,0,0,0,0.3612,34,33.0,1.0,38.05,41.76,42.77049180327869,0.09746400000000001,0.10487833333333334
2018-10-15,6339.34,7680.0,6300.0,6752.5,90748.031246,1,6615.6558,6581.222258064517,6536.4635,1,1,1,-0.5813999999999999,43,34.0,9.0,37.8,41.66,42.62903225806452,0.104688,0.10908032786885247
2018-10-16,6752.5,6900.0,6670.0,6759.27,27557.957764,0,6616.705800000001,6583.940952380953,6551.711499999999,1,1,1,0.0,38,43.0,-5.0,37.95,41.72,42.63492063492063,0.09306,0.09794354838709679
2018-10-17,6762.76,6811.12,6676.01,6740.89,26641.431379,0,6613.7184,6586.68046875,6566.419,1,1,1,0.0,36,38.0,-2.0,37.8,41.66,42.5625,0.07946000000000002,0.0963888888888889
2018-10-18,6739.01,6796.0,6567.0,6618.96,20116.521941,0,6607.014,6589.052923076923,6569.0070000000005,1,1,1,0.7808,38,36.0,2.0,37.4,41.3,42.46153846153846,0.07946000000000002,0.09488281250000001
2018-10-19,6618.96,6648.14,6523.0,6528.88,20772.60077,1,6598.7688,6589.506060606061,6568.226,0,0,0,0.0,35,38.0,-3.0,37.45,41.18,42.39393939393939,0.09507600000000002,0.10543538461538463
2018-10-20,6528.88,6617.65,6505.55,6588.4,19240.722247,1,6589.649600000001,6588.601194029851,6564.851,0,1,0,0.915,34,35.0,-1.0,37.5,41.0,42.28358208955224,0.09507600000000002,0.1038378787878788
2018-10-21,6585.72,6663.9,6580.0,6590.11,6515.357792,0,6581.1934,6588.598235294117,6562.9425,1,1,1,0.0,31,34.0,-3.0,37.45,40.82,42.161764705882355,0.11337600000000002,0.115944776119403
2018-10-22,6590.12,6639.0,6535.27,6581.2,16213.69266,0,6568.995399999999,6588.620144927536,6561.8675,1,1,0,0.0,36,31.0,5.0,37.25,40.54,42.0,0.128676,0.11423970588235295
2018-10-23,6581.2,6595.0,6515.45,6553.51,13856.601756,1,6554.579199999999,6588.514142857142,6564.637999999999,0,0,0,-0.8472999999999999,37,36.0,1.0,37.1,40.44,41.91428571428571,0.128676,0.1125840579710145
2018-10-24,6553.51,6630.0,6547.53,6565.5,11951.543977,0,6540.389,6588.021126760564,6566.813499999999,1,0,0,0.9915,36,37.0,-1.0,37.1,40.32,41.84507042253521,0.09643,0.09887142857142857
2018-10-25,6566.81,6575.09,6502.8,6528.09,10342.701244,1,6524.5178000000005,6587.708333333333,6565.399,1,0,0,0.0,43,36.0,7.0,36.85,40.12,41.763888888888886,0.09742200000000002,0.11144366197183099
2018-10-26,6528.13,6600.0,6515.01,6538.63,9443.504156,0,6521.079600000001,6586.891643835616,6560.021000000001,1,0,0,0.8677,35,43.0,-8.0,37.2,39.8,41.78082191780822,0.09742200000000002,0.10989583333333335
2018-10-27,6538.63,6558.35,6463.04,6505.6,7776.907864,0,6521.532000000001,6586.23945945946,6557.239,0,0,0,0.1926,29,35.0,-6.0,37.3,39.2,41.689189189189186,0.11889000000000002,0.12027671232876713
2018-10-28,6505.6,6514.17,6453.0,6489.93,5743.933728,0,6523.733200000001,6585.164266666667,6551.756,0,0,0,1.1233,32,29.0,3.0,37.2,38.78,41.52,0.12274200000000002,0.12125405405405407
2018-10-29,6489.93,6505.01,6315.0,6344.5,13827.224067,0,6529.8308,6583.911184210527,6542.602,0,0,0,0.0,37,32.0,5.0,36.9,38.6,41.39473684210526,0.145208,0.13461466666666666
2018-10-30,6344.5,6395.0,6317.01,6330.87,8877.175385,1,6531.7046,6580.801948051948,6526.996499999999,0,0,0,0.0,36,37.0,-1.0,36.85,38.52,41.33766233766234,0.145208,0.13284342105263158
2018-10-31,6330.01,6428.0,6245.02,6371.93,12148.888216,1,6532.081999999999,6577.597692307692,6511.99,0,0,0,0.9632000000000001,36,36.0,0.0,36.7,38.34,41.26923076923077,0.15861800000000004,0.13111818181818183
2018-11-01,6369.52,6442.65,6348.66,6410.0,9099.035841,1,6533.6224,6574.994303797468,6517.9525,0,0,0,0.0,39,36.0,3.0,36.05,38.14,41.20253164556962,0.14437,0.14178589743589745
2018-11-02,6410.0,6460.34,6388.2,6433.98,9739.440679,0,6535.05,6572.931875,6523.552,0,0,0,0.0,36,39.0,-3.0,35.9,37.96,41.175,0.14185000000000003,0.13999113924050632
2018-11-03,6432.8,6439.97,6345.0,6387.09,7661.241476,1,6533.982000000001,6571.2164197530865,6528.6044999999995,0,0,0,0.1511,34,36.0,-2.0,36.05,37.74,41.111111111111114,0.147632,0.13824125
2018-11-04,6388.0,6525.0,6359.0,6485.85,10592.394943,0,6532.1912,6568.970975609756,6530.992,0,0,0,0.0,35,34.0,1.0,36.05,37.5,41.02439024390244,0.150654,0.1384
2018-11-05,6485.85,6504.39,6431.02,6468.99,8987.882156,1,6531.609,6567.969518072289,6517.6595,0,0,0,0.0,39,35.0,4.0,35.65,37.46,40.95180722891566,0.177994,0.1367121951219512
2018-11-06,6468.99,6531.31,6445.18,6519.11,11926.565699,1,6530.8888,6566.79119047619,6503.1455000000005,0,1,0,0.0499,41,39.0,2.0,35.7,37.48,40.92857142857143,0.16298200000000002,0.13506506024096385
2018-11-07,6522.73,6615.15,6509.0,6578.46,14271.591117,0,6536.2972,6566.230235294117,6492.056500000001,1,1,1,0.0,36,41.0,-5.0,35.95,37.5,40.92941176470588,0.19648400000000002,0.1340511904761905
2018-11-08,6578.46,6594.0,6468.22,6479.84,13259.789282,0,6541.137400000001,6566.372441860465,6490.031499999999,0,0,0,1.0933000000000002,34,36.0,-2.0,35.85,37.4,40.872093023255815,0.183512,0.13247411764705883
2018-11-09,6479.84,6511.53,6391.01,6419.99,11787.616583,1,6542.8964000000005,6565.377816091954,6487.579500000001,0,0,0,0.4767,36,34.0,2.0,35.8,37.22,40.793103448275865,0.188048,0.14364651162790698
2018-11-10,6419.99,6475.55,6411.0,6433.05,7714.829926,1,6541.4562,6563.725681818181,6479.159,0,0,0,-0.5267,33,36.0,-3.0,35.9,37.14,40.73863636363637,0.18140000000000003,0.14747471264367817
2018-11-11,6435.16,6462.14,6355.0,6449.81,8213.507117,1,6534.9368,6562.257415730337,6471.306,0,0,0,-0.7424,31,33.0,-2.0,36.0,36.9,40.651685393258425,0.17086600000000005,0.1398136363636364
2018-11-12,6450.71,6497.0,6421.0,6453.07,10132.782567,1,6529.472000000001,6561.008,6464.7365,0,0,0,-0.6468,35,31.0,4.0,35.75,36.72,40.544444444444444,0.148794,0.12990112359550562
2018-11-13,6451.68,6498.0,6391.15,6457.66,11790.564933,0,6524.3733999999995,6559.8218681318685,6459.7145,0,0,0,0.0,37,35.0,2.0,35.65,36.72,40.48351648351648,0.135858,0.12127111111111112
2018-11-14,6458.98,6482.84,5656.87,5922.41,46478.964003,0,6521.8988,6558.7114130434775,6454.3225,0,0,0,0.0,57,37.0,20.0,35.7,36.68,40.44565217391305,0.135858,0.11993846153846155
2018-11-15,5917.2,5939.54,5403.42,5753.4,47700.829401,0,6511.3962,6551.869462365591,6424.0385,0,0,0,-0.34,69,57.0,12.0,36.4,37.02,40.623655913978496,0.12632400000000002,0.11863478260869566
2018-11-16,5757.09,5782.89,5549.25,5655.94,38721.802274,0,6497.161800000001,6543.375106382979,6384.777,0,0,0,-1.0405,53,69.0,-16.0,38.1,37.58,40.92553191489362,0.11952400000000002,0.11370322580645162
2018-11-17,5650.57,5656.6,5565.43,5628.29,26411.241413,1,6476.4980000000005,6534.033684210526,6342.294,0,0,0,-0.9764,42,53.0,-11.0,39.3,37.76,41.05263157894737,0.10956000000000003,0.1014244680851064
2018-11-18,5630.49,5738.17,5617.0,5662.0,23844.999347,0,6456.3722,6524.598854166667,6299.212,0,0,0,-0.714,50,42.0,8.0,39.8,37.86,41.0625,0.09003200000000003,0.09007894736842106
2018-11-19,5661.94,5664.0,4855.0,4910.03,70580.892856,0,6437.6846,6515.706082474227,6265.087,0,0,0,0.5588,69,50.0,19.0,40.45,38.18,41.154639175257735,0.07575200000000003,0.08170312500000002
2018-11-20,4913.4,5048.24,4326.0,4558.86,117380.95159,1,6403.3538,6499.321632653061,6194.045,0,0,0,-0.854,100,69.0,31.0,42.1,38.86,41.43877551020408,0.08692800000000002,0.08662164948453609
2018-11-21,4559.91,4787.2,4413.85,4661.07,61071.829475,0,6362.2988000000005,6479.7210101010105,6103.3915,0,0,0,1.1994,79,100.0,-21.0,45.3,40.16,42.03030303030303,0.06984800000000002,0.07702346938775512
2018-11-22,4661.08,4721.77,4335.0,4370.0,34531.119143,1,6325.004400000001,6461.5345,6015.945,0,0,0,0.0,55,79.0,-24.0,47.3,40.96,42.4,0.09383600000000002,0.08836060606060608
2018-11-23,4370.9,4484.0,4222.94,4420.61,49371.920322,0,6282.2044000000005,6443.3537,5912.746,0,0,0,-0.8889,59,55.0,4.0,48.25,41.32,42.29,0.07393400000000001,0.08747700000000001
2018-11-24,4415.63,4527.0,3824.69,3932.44,61693.111006,1,6238.7408,6424.8882,5814.422,0,0,0,0.6164000000000001,51,59.0,-8.0,49.5,41.68,42.32,0.056156000000000025,0.07858800000000002
2018-11-25,3933.68,4233.0,3652.66,4085.78,101693.975588,0,6184.676600000001,6401.0951000000005,5686.7515,0,0,0,0.24049999999999994,84,51.0,33.0,50.3,41.98,42.35,0.04976400000000002,0.08475200000000001
2018-11-26,4088.69,4206.0,3701.0,3862.2,94504.865717,1,6134.5068,6376.108,5567.590999999999,0,0,0,1.081,79,84.0,-5.0,52.55,43.0,42.74,0.05457400000000002,0.08715700000000001
2018-11-27,3864.45,3940.0,3689.12,3875.21,67480.607212,1,6079.445599999999,6350.8504,5434.7455,0,0,0,0.10919999999999996,79,79.0,0.0,54.45,43.96,43.12,0.07517200000000002,0.09796700000000001
2018-11-28,3875.63,4394.47,3874.27,4264.85,91983.567949,1,6023.4896,6324.827200000001,5299.5830000000005,0,0,0,0.2714,69,79.0,-10.0,56.6,44.78,43.52,0.07735600000000002,0.09905900000000001
2018-11-29,4262.06,4450.38,4125.65,4295.84,73980.198669,0,5975.654399999999,6304.927299999999,5188.8335,0,0,0,-0.5106999999999999,59,69.0,-10.0,58.35,45.4,43.79,0.08278400000000001,0.089135
2018-11-30,4295.72,4341.36,3943.0,4041.32,67758.446283,1,5928.9511999999995,6283.0857,5082.626,0,0,0,1.359,52,59.0,-7.0,59.5,45.8,43.92,0.07257000000000001,0.084028
2018-12-01,4041.27,4299.99,3963.01,4190.02,44840.073481,0,5884.724,6259.89,4963.0395,0,0,0,-0.5023,45,52.0,-7.0,60.45,45.86,43.94,0.10928400000000002,0.099101
2018-12-02,4190.98,4312.99,4103.04,4161.01,38912.15479,0,5842.564200000001,6236.5401,4850.05,0,0,0,1.5641,44,45.0,-1.0,61.15,45.92,43.94,0.10062000000000001,0.09726000000000001
2018-12-03,4160.55,4179.0,3827.0,3884.01,49094.369163,1,5799.1258,6211.3338,4735.447,0,0,0,0.3696,53,44.0,9.0,61.6,46.14,43.95,0.11589400000000001,0.10667900000000001
2018-12-04,3884.76,4085.0,3781.0,3951.64,48489.551613,0,5750.019199999999,6182.8375,4606.764499999999,0,0,0,-1.7570999999999999,51,53.0,-2.0,62.4,46.52,44.09,0.11606200000000001,0.11037500000000001
2018-12-05,3950.98,3970.0,3745.0,3769.84,44004.799448,0,5694.0019999999995,6155.3539,4508.226000000001,0,0,0,0.0,49,51.0,-2.0,62.1,46.68,44.2,0.09254800000000003,0.09280400000000003
2018-12-06,3768.44,3899.99,3500.0,3508.75,68378.796943,0,5634.213400000001,6123.965899999999,4409.048,0,0,0,-0.0898000000000001,50,49.0,1.0,61.1,46.9,44.28,0.09254800000000003,0.08600400000000001
2018-12-07,3508.75,3549.99,3224.6,3403.55,95145.457442,1,5569.570600000001,6088.2923,4301.688499999999,0,0,0,0.0,75,50.0,25.0,60.95,47.18,44.24,0.09075200000000003,0.085106
2018-12-08,3403.57,3495.0,3222.0,3410.93,55365.949949,1,5505.2624,6052.015600000001,4190.4515,0,0,0,-0.48299999999999993,50,75.0,-25.0,62.6,47.92,44.55,0.07513600000000001,0.085106
2018-12-09,3411.36,3658.0,3394.04,3545.37,45956.893296,0,5442.903399999999,6016.276499999999,4077.898,0,0,0,0.0,46,50.0,-4.0,62.6,48.22,44.61,0.065476,0.080276
2018-12-10,3548.49,3610.0,3370.11,3432.88,40989.244553,0,5382.0428,5981.6181,4009.665,0,0,0,-0.3682,49,46.0,3.0,61.45,48.46,44.64,0.04717600000000001,0.080276
2018-12-11,3434.01,3480.0,3324.32,3380.39,35920.864154,1,5318.8982000000005,5943.9468,3953.3660000000004,0,0,0,-0.25,50,49.0,1.0,58.9,48.82,44.68,0.03981200000000001,0.084244
2018-12-12,3379.23,3492.0,3350.0,3445.0,33922.931286,0,5254.8820000000005,5904.730599999999,3889.332000000001,0,0,0,0.0,48,50.0,-2.0,57.45,49.1,44.77,0.03481200000000001,0.081744
2018-12-13,3446.38,3460.0,3255.5,3302.06,40040.917013,0,5192.7118,5866.550399999999,3843.082000000001,0,0,0,0.0,49,48.0,1.0,57.1,49.32,44.82,0.051758000000000005,0.07409400000000002
2018-12-14,3302.06,3335.39,3177.0,3224.17,44492.983807,0,5127.443,5825.9804,3787.1545000000006,0,0,0,-0.8934,51,49.0,2.0,56.6,49.58,44.85,0.03192800000000001,0.06467500000000001
2018-12-15,3225.19,3276.5,3156.26,3211.72,29796.041436,1,5061.3646,5791.2221,3751.7410000000004,0,0,0,0.0,48,51.0,-3.0,56.6,49.74,44.77,0.01406000000000001,0.05574100000000001
2018-12-16,3211.71,3294.0,3186.0,3228.67,24628.808538,1,4994.8264,5758.1792000000005,3708.0380000000005,0,0,0,-1.0796000000000001,44,48.0,-4.0,54.8,50.0,44.6,-0.0032939999999999927,0.057798000000000016
2018-12-17,3229.22,3585.0,3216.0,3509.08,66762.216388,1,4929.2878,5726.510499999999,3676.3615,0,0,0,0.769,55,44.0,11.0,53.05,50.3,44.54,-0.028737999999999993,0.04700200000000001
2018-12-18,3509.03,3678.59,3424.47,3652.98,61369.615257,1,4869.6708,5699.750800000001,3658.0550000000003,0,0,0,0.5334,54,55.0,-1.0,51.85,50.76,44.68,-0.03582399999999999,0.054692000000000005
